2021-09-15 01:18:26,814 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4161@Joses-MacBook-Pro.local , expiry : 30000
2021-09-15 13:10:10,081 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:10:17,904 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:10:23,579 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:10:31,404 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:10:37,081 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:10:44,904 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:10:50,580 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:10:58,404 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:11:04,077 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:11:11,904 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:11:17,579 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:11:25,404 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:11:31,078 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:11:38,904 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:11:44,581 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:11:52,404 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:11:58,082 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:12:05,904 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:12:11,581 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:12:19,404 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:12:25,080 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:12:32,904 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:12:38,580 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:12:46,404 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:12:52,081 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:12:59,904 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:13:05,580 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:13:13,404 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:13:19,080 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:13:26,904 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:13:32,581 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:13:40,404 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:13:46,077 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:13:53,904 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:13:59,581 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:14:07,404 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:14:13,081 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:14:20,904 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:14:26,581 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:14:34,404 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:14:40,081 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:14:47,903 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:14:53,581 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:15:01,404 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:15:07,081 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:15:14,904 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:15:20,581 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:15:28,404 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:15:34,078 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:15:41,904 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:15:47,581 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:15:55,404 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:16:01,077 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:16:08,904 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:16:14,581 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:16:22,403 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:16:28,080 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:16:35,900 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:16:41,582 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:16:49,404 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:16:55,082 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:17:02,900 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:17:08,581 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:17:16,401 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:17:22,080 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:17:29,900 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:17:35,582 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:17:43,401 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:17:49,079 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:17:56,904 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:18:02,580 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:18:10,402 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:18:16,079 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:18:23,900 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:18:29,580 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:18:37,403 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:18:43,078 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:18:50,905 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:18:56,582 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:19:04,402 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:19:10,077 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:19:17,901 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:19:23,579 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:19:31,404 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:19:37,082 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:19:44,904 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:19:50,580 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:19:58,404 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:20:04,078 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:20:11,904 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:20:17,581 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:20:25,400 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:20:31,077 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:20:38,904 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:20:44,580 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:20:52,403 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:20:58,078 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:21:05,900 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:21:11,582 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:21:19,402 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:21:25,081 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:21:32,904 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:21:38,581 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:21:46,400 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:21:52,081 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:21:59,904 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:22:05,581 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:22:13,401 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:22:19,081 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:22:26,902 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:22:32,579 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:22:40,405 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:22:46,077 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:22:53,902 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:22:59,580 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:23:07,402 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:23:13,077 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:23:20,903 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:23:26,582 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:23:34,401 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:23:40,081 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:23:47,905 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:23:53,579 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:24:01,401 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:24:07,078 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:24:14,904 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:24:20,579 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:24:28,403 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:24:34,078 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:24:41,901 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:24:47,578 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:24:55,401 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:25:01,078 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:25:08,900 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:25:14,581 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:25:22,401 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:25:28,078 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:25:35,905 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:25:41,578 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
